Index,Questions
5016,"If you launched a standby RDS, will it be launched in the same availability zone as your primary?"
5017,What is the name of Amazon's Content Delivery Network ?
5018,"Which Amazon solution will you use if you want to accelerate moving petabytes of data in and out of AWS, using storage devices that are designed to be secure for data transfer?"
5019,"If you are running your DB instance as Multi-AZ deployment, can you use standby DB instances along with your primary DB instance?"
5020,"Your organization is developing a new multi-tier web application in AWS. Being a fairly new and small organization, there’s limited staff. But, the organization requires high availability. This new application comprises complex queries and table joins. Which Amazon service will be the best solution for your organization’s requirements?"
5021,"You accidently stopped an EC2 instance in a VPC with an associated Elastic IP. If you start the instance again, what will be the result?"
5022,"Your organization has around 50 IAM users. Now, it wants to introduce a new policy that will affect the access permissions of an IAM user. How can it implement this without having to apply the policy at the individual user level?"
5023,"Your organization is using DynamoDB for its application. This application collects data from its users every 10 minutes and stores it in DynamoDB. Then every day, after a particular time interval, the data (respective to each user) is extracted from DynamoDB and sent to S3. Then, the application visualizes this data to the users. You are asked to propose a solution to help optimize the backend of the application for latency at lower cost. What would you recommend?"
5024,I created a web application with autoscaling. I observed that the traffic on my application is the highest on Wednesdays and Fridays between 9 AM and 7 PM. What would be the best solution for me to handle the scaling?
5025,"How would you handle a situation where the relational database engine crashes often whenever the traffic to your RDS instances increases, given that the replica of RDS instance is not promoted as the master instance?"
5026,You have an application running on your Amazon EC2 instance. You want to reduce the load on your instance as soon as the CPU utilization reaches 100 percent. How will you do that?
5027,What would I have to do if I want to access Amazon Simple Storage buckets and use the information for access audits?
5028,"I created a key in North Virginia region to encrypt my data in Oregon region. I also added three users to the key and an external AWS account. Then, to encrypt an object in S3, when I tried to use the same key, it was not listed. Where did I go wrong?"
5029,"Suppose, you hosted an application on AWS that lets the users render images and do some general computing. Which of the below listed services can you use to route the incoming user traffic?Classic Load BalancerApplication Load BalancerNetwork Load balancer"
5030,"Suppose, I created a subnet and launched an EC2 instance in the subnet with default settings. Which of the following options will be ready to use on the EC2 instance as soon as it is launched?Elastic IPPrivate IPPublic IPInternet Gateway"
5031,Your organization has four instances for production and another four for testing. You are asked to set up a group of IAM users that can only access the four production instances and not the other four testing instances. How will you achieve this?
5032,Your organization wants to monitor the read and write IOPS for its AWS MySQL RDS instance and then send real-time alerts to its internal operations team. Which service offered by Amazon can help your organization achieve this scenario?
5033,Which of the following services can be used if you want to capture client connection information from your load balancer at a particular time interval?Enabling access logs on your load balancerEnabling CloudTrail for your load balancerEnabling CloudWatch metrics for your load balancer
5034,You have created a VPC with private and public subnets. In what kind of subnet would you launch the database servers?
5035,Is it possible to switch from an Instance-backed root volume to an EBS-backed root volume at any time?
5036,"Can you change the instance type of the instances that are running in your application tier and are also using autoscaling? If yes, then how? (Choose one of the following)Yes, by modifying autoscaling launch configurationYes, by modifying autoscaling tags configurationYes, by modifying autoscaling policy configurationNo, it cannot be changed"
5037,Can you name the additional network interface that can be created and attached to your Amazon EC2 instance launched in your VPC?
5038,"Out of the following options, where does the user specify the maximum number of instances with the autoscaling commands?Autoscaling policy configurationAutoscaling groupAutoscaling tags configurationAutoscaling launch configuration"
5039,"Which service provided by AWS can you use to transfer objects from your data center, when you are using Amazon CloudFront?"
5040,"You have deployed multiple EC2 instances across multiple availability zones to run your website. You have also deployed a Multi-AZ RDS MySQL Extra Large DB Instance. The site performs a high number of small read and write operations per second. After some time, you observed that there is read contention on RDS MySQL. What would be your approach to resolve the contention and optimize your website?"
